Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Indice_Riesgo,Categoria_Riesgo,Delta_Parcial_Final,Promedio_Continuo,Eficiencia_Estudio
S1125,Liam,Jones,student125@university.com,Female,24,Business,56.19,73.45,43.11,86.82,78.87,7.81,88.18,73.03,C,11.6,No,Yes,Bachelor'S,High,5,5.5,41.39,Medio,-30.34,82.99,6.3
S1126,Sara,Davis,student126@university.com,Male,21,Cs,54.0,51.61,75.62,85.1,60.75,9.79,59.58,59.76,F,21.1,Yes,Yes,Unknown,Low,8,4.5,50.62,Medio,24.01,75.83,2.83
S1127,Ali,Davis,student127@university.com,Male,20,Cs,87.77,80.89,73.85,97.75,63.55,7.58,54.37,65.37,A,13.0,No,Yes,Bachelor'S,High,1,5.7,18.51,Bajo,-7.04,72.87,5.03
S1128,Maria,Brown,student128@university.com,Male,18,Cs,50.48,96.26,63.43,86.22,81.07,2.1,74.52,93.31,D,22.1,No,Yes,Phd,Low,3,4.3,26.85,Bajo,-32.83,65.7,4.22
S1129,Maria,Jones,student129@university.com,Male,20,Engineering,97.95,52.71,77.9,84.74,86.99,7.92,97.82,69.16,A,24.5,Yes,No,Master'S,Low,6,7.9,28.77,Bajo,25.19,87.19,2.82
S1130,Maria,Williams,student130@university.com,Male,22,Business,75.76,55.36,96.84,84.71,86.98,3.22,90.95,78.1,A,12.7,Yes,Yes,High School,Low,6,4.7,41.64,Medio,41.48,73.71,6.15
S1131,Ahmed,Johnson,student131@university.com,Female,21,Cs,99.15,48.94,50.22,94.15,74.11,9.96,78.14,97.38,A,14.2,No,Yes,Phd,High,4,8.3,30.18,Medio,1.28,86.5,6.86
S1132,Ali,Brown,student132@university.com,Female,23,Cs,52.9,84.2,47.22,64.81,72.71,3.77,57.15,82.59,D,6.3,No,Yes,Unknown,Low,5,6.1,41.96,Medio,-36.98,58.09,13.11
S1133,Ahmed,Davis,student133@university.com,Male,21,Mathematics,79.18,64.39,42.0,74.81,89.38,2.93,85.69,83.79,D,25.5,No,Yes,Master'S,Medium,10,5.4,40.22,Medio,-22.39,69.8,3.29
S1134,Omar,Johnson,student134@university.com,Male,19,Business,67.47,43.76,61.83,87.06,59.65,2.39,90.65,62.43,A,20.2,No,Yes,Unknown,Low,3,6.5,37.6,Medio,18.07,65.32,3.09
S1135,Ahmed,Johnson,student135@university.com,Female,24,Engineering,92.17,92.5,60.26,61.44,57.61,6.59,96.75,83.41,A,27.2,No,Yes,Master'S,Low,4,7.0,13.06,Bajo,-32.24,70.42,3.07
S1136,Ali,Johnson,student136@university.com,Male,23,Business,75.725,73.46,65.85,95.6,83.23,1.09,80.61,69.69,F,9.7,Yes,Yes,Phd,Medium,10,7.5,46.61,Medio,-7.61,67.58,7.18
S1137,Ali,Williams,student137@university.com,Female,20,Engineering,63.02,59.87,70.2,76.74,70.48,9.54,75.72,95.55,C,29.0,No,Yes,Unknown,High,10,5.7,45.48,Medio,10.33,79.59,3.29
S1138,Omar,Smith,student138@university.com,Female,19,Business,92.88,60.64,85.47,74.81,85.5,2.94,80.96,56.48,A,22.7,No,Yes,Unknown,Low,1,8.9,17.95,Bajo,24.83,67.67,2.49
S1139,Ali,Brown,student139@university.com,Male,21,Cs,68.73,57.42,63.53,88.8,62.83,2.95,97.16,64.28,D,9.9,Yes,Yes,Unknown,Medium,6,6.1,44.88,Medio,6.11,69.57,6.49
S1140,Liam,Smith,student140@university.com,Female,20,Cs,50.84,67.33,59.84,65.62,66.24,0.46,81.41,53.3,D,16.6,No,Yes,Bachelor'S,Medium,5,8.2,42.6,Medio,-7.49,54.47,3.21
S1141,Ali,Smith,student141@university.com,Male,20,Business,69.51,60.22,89.61,98.16,94.83,2.46,62.88,69.05,B,22.5,No,Yes,Unknown,Low,5,4.2,35.24,Medio,29.39,70.12,3.07
S1142,Maria,Smith,student142@university.com,Male,22,Engineering,82.73,72.88,90.99,74.81,71.08,4.19,81.81,57.42,A,5.4,No,Yes,Unknown,High,4,7.9,33.15,Medio,18.11,67.4,10.63
S1143,Liam,Johnson,student143@university.com,Female,22,Mathematics,62.72,86.41,53.97,83.34,79.55,3.7,93.99,92.26,B,24.5,Yes,Yes,Phd,Medium,9,6.8,37.65,Medio,-32.44,73.47,3.77
S1144,Liam,Jones,student144@university.com,Female,18,Cs,71.6,80.47,58.88,55.68,55.33,2.73,78.35,96.25,D,28.7,No,Yes,Bachelor'S,High,9,7.2,34.23,Medio,-21.59,54.16,3.35
S1145,Omar,Johnson,student145@university.com,Male,22,Mathematics,52.84,57.67,89.51,63.16,58.94,0.41,75.13,83.47,F,7.0,No,Yes,Unknown,Low,5,5.9,49.59,Medio,31.84,50.33,11.92
S1146,John,Johnson,student146@university.com,Female,24,Mathematics,79.4,71.72,44.76,75.77,51.79,3.01,86.67,55.17,F,27.5,No,Yes,Bachelor'S,Low,7,6.7,30.28,Medio,-26.96,61.08,2.01
S1147,John,Davis,student147@university.com,Male,23,Cs,87.81,90.41,59.55,92.57,71.22,7.78,83.05,67.08,A,16.6,No,Yes,Bachelor'S,Medium,3,8.7,18.29,Bajo,-30.86,81.16,4.04
S1148,Ali,Davis,student148@university.com,Female,20,Business,70.67,44.09,66.9,59.24,99.45,4.39,52.83,98.22,D,17.9,No,Yes,Unknown,High,1,5.9,33.09,Medio,22.81,63.86,5.49
S1149,Liam,Smith,student149@university.com,Female,22,Engineering,71.01,44.7,51.22,55.22,93.69,2.91,86.27,56.82,C,26.0,No,Yes,Phd,Low,1,4.5,28.74,Bajo,6.52,66.07,2.19
S1150,John,Johnson,student150@university.com,Male,18,Mathematics,54.41,73.37,50.79,53.72,81.65,3.05,70.38,77.82,C,19.7,No,Yes,High School,Low,3,7.6,33.54,Medio,-22.58,59.06,3.95
S1151,John,Smith,student151@university.com,Male,21,Engineering,60.1,78.35,65.49,75.35,93.05,5.54,97.04,67.65,A,13.8,No,Yes,Phd,Medium,3,6.5,33.0,Medio,-12.86,80.21,4.9
S1152,Ali,Davis,student152@university.com,Male,23,Business,57.73,52.68,85.27,94.24,79.71,3.02,98.54,99.96,C,23.3,No,Yes,Phd,Low,5,6.1,41.23,Medio,32.59,75.67,4.29
S1153,John,Jones,student153@university.com,Female,22,Engineering,74.08,84.71,90.41,52.12,68.44,6.31,72.44,64.27,D,8.5,Yes,Yes,Unknown,Medium,8,7.9,39.96,Medio,5.7,64.03,7.56
S1154,Ahmed,Brown,student154@university.com,Male,20,Cs,76.46,78.78,98.75,60.62,58.68,9.89,98.44,52.39,A,21.7,No,Yes,Unknown,Low,6,6.8,29.87,Bajo,19.97,79.16,2.41
S1155,Sara,Smith,student155@university.com,Male,21,Cs,75.725,95.4,44.44,84.66,82.65,0.41,65.54,85.11,F,24.4,No,Yes,Unknown,Medium,8,7.2,28.23,Bajo,-50.96,59.24,3.49
S1156,Omar,Jones,student156@university.com,Female,24,Engineering,53.66,50.14,53.0,91.29,59.65,1.69,84.13,66.34,D,13.4,No,Yes,High School,High,7,8.6,52.81,Medio,2.86,62.99,4.95
S1157,Sara,Brown,student157@university.com,Female,20,Business,79.99,85.08,85.4,90.37,70.87,1.79,53.75,82.88,B,29.3,No,Yes,Bachelor'S,Low,1,4.3,11.83,Bajo,0.32,58.22,2.83
S1158,Ali,Williams,student158@university.com,Male,21,Engineering,76.32,45.02,72.44,89.25,91.29,4.47,57.25,55.23,F,21.0,Yes,Yes,High School,High,10,5.3,49.28,Medio,27.42,70.62,2.63
S1159,Maria,Smith,student159@university.com,Male,24,Engineering,75.81,73.92,59.66,56.49,56.46,0.41,93.23,76.15,D,7.4,Yes,Yes,Bachelor'S,Low,8,8.5,43.15,Medio,-14.26,52.57,10.29
S1160,Omar,Smith,student160@university.com,Male,24,Cs,93.66,73.11,52.34,69.86,56.45,4.78,94.69,68.76,A,29.2,No,Yes,High School,Medium,1,8.0,10.69,Bajo,-20.77,67.2,2.35
S1161,Ali,Williams,student161@university.com,Male,23,Engineering,60.28,63.3,56.83,99.24,61.22,9.29,76.63,76.84,C,23.6,No,Yes,Unknown,Low,5,4.9,37.0,Medio,-6.47,82.5,3.26
S1162,Liam,Williams,student162@university.com,Female,20,Cs,52.04,90.67,65.76,99.44,77.6,0.12,66.99,92.67,D,22.4,Yes,Yes,Phd,Low,3,4.8,27.83,Bajo,-24.91,61.31,4.14
S1163,Maria,Smith,student163@university.com,Female,22,Business,83.61,40.26,50.63,74.81,62.59,3.65,72.55,98.64,A,11.3,No,Yes,Bachelor'S,Medium,7,8.1,46.34,Medio,10.37,61.61,8.73
S1164,Sara,Williams,student164@university.com,Male,22,Mathematics,75.725,71.21,97.85,85.46,75.16,7.61,93.48,87.66,F,16.8,No,Yes,Bachelor'S,Medium,5,6.8,32.62,Medio,26.64,82.55,5.22
S1165,Ali,Johnson,student165@university.com,Male,18,Engineering,50.88,53.03,46.46,97.56,65.1,1.54,60.55,88.34,D,27.5,No,Yes,Bachelor'S,Medium,2,8.3,34.76,Medio,-6.57,59.65,3.21
S1166,Liam,Brown,student166@university.com,Male,21,Cs,62.57,84.61,99.13,72.5,75.31,0.78,64.74,76.45,C,12.7,No,Yes,Master'S,Low,1,8.6,26.37,Bajo,14.52,55.09,6.02
S1167,Omar,Brown,student167@university.com,Female,18,Cs,65.47,42.58,90.51,56.84,63.88,6.31,89.27,54.87,A,15.6,Yes,Yes,Unknown,Medium,10,4.3,56.51,Alto,47.93,68.27,3.52
S1168,Omar,Brown,student168@university.com,Male,19,Engineering,80.84,89.89,65.39,83.45,99.0,0.1,96.76,83.35,A,11.4,Yes,Yes,Master'S,Low,6,8.8,30.15,Medio,-24.5,70.05,7.31
S1169,Emma,Johnson,student169@university.com,Male,22,Engineering,58.63,90.29,84.39,98.01,74.64,8.02,54.65,57.39,D,10.4,No,Yes,Unknown,Low,6,7.6,38.3,Medio,-5.9,76.88,5.52
S1170,Liam,Williams,student170@university.com,Female,21,Business,70.65,89.97,80.29,84.86,87.18,0.67,90.19,62.28,D,6.1,No,Yes,Unknown,Medium,8,8.2,40.79,Medio,-9.68,67.23,10.21
S1171,Ahmed,Jones,student171@university.com,Female,23,Cs,74.12,49.15,52.8,90.17,85.03,5.24,82.25,85.38,C,23.4,No,Yes,Phd,High,9,7.2,45.39,Medio,3.65,77.46,3.65
S1172,John,Williams,student172@university.com,Male,18,Business,72.96,77.82,60.34,74.81,74.53,7.4,61.54,82.85,F,7.3,No,Yes,Bachelor'S,Medium,2,5.5,29.69,Bajo,-17.48,71.22,11.35
S1173,Maria,Smith,student173@university.com,Male,23,Engineering,98.7,40.86,70.79,54.82,61.94,2.42,87.79,65.72,B,18.3,No,Yes,Unknown,Low,5,7.0,32.94,Medio,29.93,57.19,3.59
S1174,Liam,Davis,student174@university.com,Female,23,Cs,75.725,90.88,78.27,58.44,75.54,1.04,86.4,88.6,C,6.2,Yes,Yes,Bachelor'S,High,5,6.6,32.02,Medio,-12.61,57.7,14.29
S1175,Emma,Brown,student175@university.com,Male,23,Engineering,97.55,83.38,72.57,99.13,84.05,1.76,57.1,96.97,A,29.6,Yes,Yes,Master'S,Low,10,8.7,26.04,Bajo,-10.81,64.47,3.28
S1176,John,Williams,student176@university.com,Male,18,Cs,79.1,71.87,68.38,74.66,73.0,8.55,75.11,77.26,F,22.7,Yes,Yes,Unknown,Medium,8,6.8,34.96,Medio,-3.49,77.07,3.4
S1177,John,Jones,student177@university.com,Female,19,Engineering,89.79,83.84,66.59,50.6,54.1,7.06,87.91,83.88,A,20.8,No,Yes,Unknown,Low,9,4.1,30.8,Medio,-17.25,65.8,4.03
S1178,Ali,Smith,student178@university.com,Female,24,Business,71.52,45.66,69.9,97.77,50.9,1.98,59.58,63.59,B,9.7,No,No,Master'S,Medium,5,7.4,45.31,Medio,24.24,57.01,6.56
S1179,John,Johnson,student179@university.com,Female,24,Engineering,72.69,71.72,66.06,74.89,66.39,7.16,73.14,98.54,F,18.2,No,Yes,Unknown,Low,5,4.3,32.83,Medio,-5.66,71.5,5.41
S1180,Ahmed,Johnson,student180@university.com,Male,18,Business,93.97,57.48,72.48,91.81,57.51,7.09,56.04,63.69,A,17.6,Yes,Yes,Phd,Medium,3,8.7,25.51,Bajo,15.0,69.06,3.62
S1181,Omar,Jones,student181@university.com,Female,24,Engineering,94.8,98.36,93.28,77.42,95.31,9.98,65.34,94.37,A,14.0,No,No,Unknown,Medium,6,6.4,21.42,Bajo,-5.08,84.47,6.74
S1182,Emma,Smith,student182@university.com,Female,20,Cs,61.93,91.43,77.97,55.09,58.79,3.92,60.9,96.39,A,8.9,Yes,No,Phd,High,7,8.8,39.78,Medio,-13.46,53.5,10.83
S1183,John,Brown,student183@university.com,Male,24,Engineering,59.96,84.0,83.36,80.78,69.71,8.65,75.25,85.98,C,14.2,No,Yes,Bachelor'S,Low,3,4.1,31.16,Medio,-0.64,78.06,6.05
S1184,Ali,Williams,student184@university.com,Male,22,Engineering,74.81,96.02,75.85,74.81,85.6,4.46,57.06,90.58,D,20.2,No,Yes,Master'S,Low,2,6.7,17.13,Bajo,-20.17,65.52,4.48
S1185,Ahmed,Smith,student185@university.com,Female,18,Cs,95.01,60.81,78.58,51.74,90.77,8.98,69.16,72.89,A,17.2,Yes,No,Unknown,Low,2,5.1,22.13,Bajo,17.77,75.37,4.24
S1186,Sara,Johnson,student186@university.com,Female,24,Cs,66.12,94.05,74.7,92.09,73.89,0.92,63.76,95.98,A,19.3,No,Yes,Unknown,High,9,7.2,36.77,Medio,-19.35,59.74,4.97
S1187,Omar,Jones,student187@university.com,Male,18,Engineering,82.6,59.51,41.61,61.77,59.06,1.75,87.3,87.13,F,19.3,No,No,Unknown,High,6,6.5,34.7,Medio,-17.9,56.41,4.51
S1188,Omar,Jones,student188@university.com,Male,19,Cs,85.41,83.97,99.98,69.69,63.54,8.5,84.98,66.34,A,11.1,No,No,Master'S,Low,2,6.8,21.59,Bajo,16.01,75.8,5.98
S1189,Emma,Williams,student189@university.com,Female,20,Cs,88.93,84.19,42.02,68.64,70.95,8.19,54.75,51.75,A,7.8,Yes,No,High School,Low,5,5.8,28.61,Bajo,-42.17,69.06,6.63
S1190,Omar,Jones,student190@university.com,Female,18,Engineering,78.2,41.1,63.71,74.81,68.23,3.05,97.67,77.04,F,18.0,Yes,No,Master'S,Medium,7,4.3,44.63,Medio,22.61,67.8,4.28
S1191,John,Jones,student191@university.com,Male,22,Cs,70.12,61.66,46.31,75.22,67.43,5.97,87.23,92.03,F,27.3,No,Yes,Unknown,Medium,1,4.5,23.31,Bajo,-15.35,72.4,3.37
S1192,Ali,Smith,student192@university.com,Female,24,Mathematics,98.35,41.17,45.82,72.36,56.59,3.83,80.8,93.03,B,29.9,Yes,Yes,Unknown,Low,8,8.3,33.83,Medio,4.65,62.01,3.11
S1193,Omar,Brown,student193@university.com,Male,22,Cs,80.57,99.83,87.61,74.81,95.67,0.1,73.89,91.76,F,24.6,No,Yes,Unknown,Medium,6,7.5,20.66,Bajo,-12.22,61.34,3.73
S1194,Omar,Williams,student194@university.com,Female,24,Business,86.43,47.33,65.56,52.45,51.49,0.26,58.9,60.74,A,10.5,No,Yes,Master'S,Low,1,7.8,30.3,Medio,18.23,41.36,5.78
S1195,Sara,Smith,student195@university.com,Male,18,Engineering,67.25,72.57,88.07,54.32,72.0,0.54,98.1,71.31,C,20.8,No,Yes,Phd,Low,8,4.6,39.85,Medio,15.5,57.46,3.43
S1196,Sara,Brown,student196@university.com,Male,23,Business,83.5,87.43,56.37,51.08,99.02,5.94,50.39,80.69,C,11.0,No,Yes,Unknown,Medium,5,4.2,27.93,Bajo,-31.06,64.97,7.34
S1197,Maria,Smith,student197@university.com,Female,24,Cs,62.89,52.08,55.39,84.4,82.99,2.79,84.62,83.38,D,19.4,No,Yes,Master'S,High,7,4.1,46.0,Medio,3.31,69.98,4.3
S1198,Ahmed,Davis,student198@university.com,Female,23,Mathematics,62.25,69.1,55.07,76.28,67.77,1.44,75.37,66.73,D,17.0,No,Yes,High School,High,10,6.6,48.98,Medio,-14.03,58.46,3.93
S1199,John,Smith,student199@university.com,Male,20,Engineering,85.74,76.45,76.97,93.8,57.3,9.41,95.13,84.63,A,14.5,Yes,Yes,Bachelor'S,Medium,4,6.5,26.47,Bajo,0.52,85.08,5.84
S1200,Omar,Jones,student200@university.com,Female,22,Business,76.07,49.61,88.9,74.93,98.19,1.21,69.03,79.54,C,21.0,Yes,Yes,Phd,High,2,4.6,30.21,Medio,39.29,63.56,3.79
S1201,Liam,Brown,student201@university.com,Female,23,Cs,84.16,86.71,67.14,61.09,50.7,6.74,75.93,78.34,C,26.4,No,Yes,Phd,Low,8,5.7,26.89,Bajo,-19.57,63.78,2.97
S1202,Omar,Williams,student202@university.com,Female,22,Cs,63.47,57.96,62.75,90.26,84.07,8.94,87.12,83.15,B,13.4,No,Yes,Master'S,Low,4,6.7,40.36,Medio,4.79,87.71,6.21
S1203,Ali,Williams,student203@university.com,Male,24,Engineering,79.94,52.66,98.41,64.72,94.01,1.64,52.38,80.17,A,17.2,No,Yes,Bachelor'S,Low,8,7.4,43.18,Medio,45.75,56.88,4.66
S1204,Maria,Brown,student204@university.com,Female,24,Cs,72.2,73.5,47.01,96.78,51.26,2.15,52.72,58.34,C,16.4,No,Yes,Bachelor'S,Low,9,8.0,42.26,Medio,-26.49,55.56,3.56
S1205,Ahmed,Jones,student205@university.com,Female,20,Engineering,79.85,64.62,69.2,62.52,86.26,5.74,60.58,93.72,C,11.2,No,Yes,Unknown,Medium,4,7.2,33.73,Medio,4.58,66.69,8.37
S1206,Liam,Johnson,student206@university.com,Male,24,Cs,64.54,95.22,64.51,58.39,99.94,5.08,57.32,62.03,D,15.5,No,Yes,Master'S,Low,8,4.2,36.65,Medio,-30.71,66.61,4.0
S1207,Maria,Smith,student207@university.com,Female,20,Engineering,85.77,92.8,45.89,74.67,81.98,5.21,50.32,87.22,B,5.5,No,Yes,Phd,Medium,4,6.9,26.06,Bajo,-46.91,64.77,15.86
S1208,Emma,Jones,student208@university.com,Female,23,Mathematics,90.3,69.0,56.09,52.53,70.73,5.55,81.15,58.82,B,17.9,No,Yes,Unknown,Medium,8,4.4,34.3,Medio,-12.91,64.98,3.29
S1209,Ahmed,Davis,student209@university.com,Male,24,Engineering,63.0,61.56,41.71,51.82,93.72,9.5,89.8,83.05,D,23.0,Yes,Yes,Phd,High,1,6.8,27.98,Bajo,-19.85,82.58,3.61
S1210,Omar,Brown,student210@university.com,Male,18,Business,65.03,59.53,92.62,74.8,77.71,0.54,97.86,94.78,C,14.2,No,Yes,Unknown,Medium,2,5.9,34.5,Medio,33.09,63.94,6.67
S1211,Omar,Smith,student211@university.com,Female,21,Engineering,83.06,56.05,76.47,60.76,87.47,7.6,72.05,50.49,F,23.7,Yes,Yes,Master'S,Low,10,5.4,42.26,Medio,20.42,74.07,2.13
S1212,Ahmed,Williams,student212@university.com,Female,19,Engineering,75.725,72.67,88.9,50.47,79.39,2.33,63.99,98.98,B,23.8,No,No,Unknown,Medium,3,6.4,24.24,Bajo,16.23,54.29,4.16
S1213,Omar,Johnson,student213@university.com,Male,21,Mathematics,85.2,88.3,71.29,64.8,51.91,3.74,93.2,51.48,A,29.6,Yes,Yes,Unknown,Medium,2,5.9,11.11,Bajo,-17.01,61.83,1.74
S1214,John,Davis,student214@university.com,Male,21,Business,84.13,58.65,75.97,73.87,60.66,0.89,92.22,50.57,A,18.6,No,Yes,Unknown,Medium,10,8.2,43.66,Medio,17.32,58.91,2.72
S1215,Ahmed,Williams,student215@university.com,Female,22,Business,69.64,51.41,82.05,69.71,53.94,4.46,81.24,92.88,B,15.1,No,Yes,Bachelor'S,Low,8,5.1,48.21,Medio,30.64,62.37,6.15
S1216,Maria,Brown,student216@university.com,Female,20,Cs,69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,D,21.0,Yes,Yes,Phd,Low,10,4.7,44.53,Medio,25.95,64.04,4.07
S1217,Ahmed,Smith,student217@university.com,Female,22,Engineering,62.74,44.14,45.51,78.98,50.77,0.99,95.43,55.29,B,20.7,Yes,Yes,Unknown,Low,9,8.2,52.23,Medio,1.37,58.77,2.67
S1218,Liam,Brown,student218@university.com,Male,23,Cs,57.84,82.08,59.86,74.81,71.06,2.76,58.92,96.87,C,29.7,No,Yes,Master'S,Low,9,5.2,38.06,Medio,-22.22,58.1,3.26
S1219,Omar,Smith,student219@university.com,Female,19,Engineering,75.725,71.1,82.54,83.78,58.93,3.73,52.18,83.6,A,22.7,No,Yes,Master'S,Low,1,4.2,20.82,Bajo,11.44,58.05,3.68
S1220,John,Jones,student220@university.com,Male,23,Engineering,54.66,69.78,97.5,69.69,92.78,1.04,89.83,55.55,F,12.7,No,Yes,Unknown,Low,9,5.9,51.36,Medio,27.72,65.68,4.37
S1221,John,Johnson,student221@university.com,Male,18,Business,96.89,58.03,98.85,56.88,87.5,7.62,78.18,93.03,A,9.7,No,Yes,Phd,High,8,8.1,39.39,Medio,40.82,74.69,9.59
S1222,Emma,Jones,student222@university.com,Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,74.05,A,24.8,Yes,Yes,Unknown,Low,8,6.2,22.91,Bajo,-15.99,73.66,2.99
S1223,Maria,Jones,student223@university.com,Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,B,9.5,No,No,Unknown,Medium,3,6.4,33.56,Medio,6.19,84.03,6.73
S1224,Sara,Brown,student224@university.com,Female,24,Cs,95.33,92.19,47.15,73.44,62.79,5.84,88.34,91.25,A,20.7,Yes,Yes,Phd,Medium,8,4.2,24.18,Bajo,-45.04,70.74,4.41
S1225,Sara,Johnson,student225@university.com,Female,24,Business,70.43,62.6,96.76,59.78,73.75,5.07,92.23,86.92,B,8.3,No,Yes,Master'S,Medium,2,7.6,34.64,Medio,34.16,69.12,10.47
S1226,Ahmed,Smith,student226@university.com,Male,22,Cs,92.34,92.84,66.04,54.65,82.06,2.63,64.11,81.15,B,23.0,Yes,Yes,Unknown,Low,2,5.7,10.55,Bajo,-26.8,56.78,3.53
S1227,Emma,Smith,student227@university.com,Female,23,Engineering,75.725,83.73,51.69,97.2,89.11,6.55,51.28,94.93,B,24.6,No,No,Unknown,Medium,4,7.6,22.74,Bajo,-32.04,75.77,3.86
S1228,Ali,Davis,student228@university.com,Male,22,Cs,51.08,46.25,96.03,87.15,54.08,4.45,75.5,93.06,D,29.8,No,Yes,Master'S,Medium,7,6.1,46.68,Medio,49.78,65.31,3.12
S1229,Ahmed,Williams,student229@university.com,Male,22,Cs,89.24,89.89,46.27,74.81,85.42,9.71,92.8,61.34,B,28.9,No,Yes,High School,High,4,6.6,14.02,Bajo,-43.62,87.53,2.12
S1230,Emma,Davis,student230@university.com,Male,21,Mathematics,53.74,80.93,83.77,64.77,87.14,9.68,60.39,93.93,D,22.8,No,Yes,Unknown,Low,2,6.9,27.73,Bajo,2.84,77.27,4.12
S1231,Maria,Davis,student231@university.com,Male,18,Cs,99.43,41.94,77.52,94.76,77.95,9.05,71.06,68.7,B,11.9,No,Yes,Master'S,Medium,5,5.0,35.56,Medio,35.58,83.57,5.77
S1232,Maria,Smith,student232@university.com,Male,24,Engineering,83.74,48.02,45.26,58.88,60.72,3.6,62.82,71.59,C,6.1,No,Yes,Unknown,High,8,5.5,48.79,Medio,-2.76,54.6,11.74
S1233,Maria,Brown,student233@university.com,Male,21,Cs,87.67,78.14,60.32,76.75,76.96,3.68,50.67,98.62,A,18.9,Yes,Yes,Bachelor'S,Low,7,6.9,29.76,Bajo,-17.82,60.3,5.22
S1234,Maria,Jones,student234@university.com,Female,22,Mathematics,62.29,79.76,49.0,85.68,75.14,8.53,94.93,87.99,D,24.1,No,Yes,High School,Medium,7,8.1,35.55,Medio,-30.76,85.26,3.65
S1235,Maria,Jones,student235@university.com,Male,20,Business,83.69,84.8,76.27,69.82,73.79,7.29,56.75,66.07,D,5.3,No,Yes,Unknown,Low,9,8.8,40.4,Medio,-8.53,68.32,12.47
S1236,Emma,Jones,student236@university.com,Female,21,Cs,52.16,83.21,68.63,52.0,73.03,7.04,88.34,82.4,D,18.1,No,Yes,Phd,Low,5,6.6,36.62,Medio,-14.58,70.94,4.55
S1237,Emma,Johnson,student237@university.com,Male,22,Cs,91.89,79.57,40.26,61.39,55.54,2.8,67.33,76.97,B,27.1,Yes,Yes,Unknown,High,4,4.4,17.08,Bajo,-39.31,53.06,2.84
S1238,John,Smith,student238@university.com,Female,24,Engineering,75.725,85.97,98.54,95.09,59.14,8.33,63.88,55.83,B,20.9,No,No,Unknown,Low,10,8.8,37.26,Medio,12.57,75.35,2.67
S1239,Liam,Brown,student239@university.com,Female,22,Cs,84.87,74.51,60.98,74.81,54.87,5.79,97.05,94.39,F,22.1,No,Yes,Bachelor'S,Medium,9,6.1,34.67,Medio,-13.53,71.16,4.27
S1240,Sara,Johnson,student240@university.com,Female,18,Engineering,61.22,55.65,55.49,90.77,62.12,4.47,82.86,91.09,F,16.9,No,Yes,Unknown,Medium,1,4.5,33.43,Medio,-0.16,70.11,5.39
S1241,Omar,Williams,student241@university.com,Female,23,Cs,53.42,94.74,53.35,77.78,63.17,8.65,84.35,88.89,D,28.6,No,Yes,Unknown,Low,6,8.9,29.69,Bajo,-41.39,77.95,3.11
S1242,Maria,Brown,student242@university.com,Male,19,Cs,74.07,41.09,49.53,97.18,62.25,3.94,87.98,77.96,D,14.4,Yes,Yes,Phd,High,3,5.4,38.99,Medio,8.44,71.7,5.41
S1243,Ali,Davis,student243@university.com,Male,21,Engineering,58.46,61.99,99.95,74.81,60.55,6.54,67.05,61.04,F,14.5,No,Yes,High School,Low,6,7.3,44.8,Medio,37.96,66.95,4.21
S1244,Omar,Brown,student244@university.com,Male,21,Cs,86.47,83.73,57.71,74.81,86.77,4.66,78.18,94.19,B,17.9,No,No,High School,Low,7,4.7,29.0,Bajo,-26.02,71.59,5.26
S1245,Emma,Brown,student245@university.com,Male,21,Business,61.88,65.63,64.33,65.91,90.93,5.93,63.51,67.65,B,19.6,No,No,Bachelor'S,Low,1,7.6,28.85,Bajo,-1.3,69.91,3.45
S1246,Ali,Jones,student246@university.com,Female,22,Cs,67.12,41.49,92.28,80.08,66.36,0.41,91.73,51.01,C,18.4,Yes,Yes,Unknown,Medium,6,8.9,45.97,Medio,50.79,60.57,2.77
S1247,Ali,Brown,student247@university.com,Female,18,Cs,78.37,43.96,78.51,83.74,65.26,4.61,79.97,99.09,B,25.5,No,Yes,High School,Low,8,8.9,42.19,Medio,34.55,68.77,3.89
S1248,Ali,Davis,student248@university.com,Female,22,Mathematics,64.25,78.92,62.12,74.81,92.2,5.56,62.17,93.06,B,25.9,Yes,Yes,Bachelor'S,Medium,5,4.6,29.78,Bajo,-16.8,71.19,3.59
S1249,John,Davis,student249@university.com,Male,22,Engineering,75.725,97.89,93.9,91.11,81.2,4.93,94.99,81.13,B,8.3,No,Yes,Phd,Medium,5,7.8,28.87,Bajo,-3.99,79.15,9.77
S1250,Emma,Smith,student250@university.com,Female,23,Business,90.78,73.11,84.98,59.17,64.67,8.47,79.04,50.62,A,19.9,No,Yes,Unknown,Low,7,7.3,29.68,Bajo,11.87,71.9,2.54
S1251,Ali,Brown,student251@university.com,Male,20,Cs,58.96,70.41,53.67,74.81,85.68,3.11,74.75,61.39,D,29.6,No,Yes,Bachelor'S,Medium,8,8.0,39.0,Medio,-16.74,66.59,2.07
